id	sentence	pros	formula
15282	Un joueur de tennis saute à gauche	p(0,p(0,'Un',p(0,joueur,p(0,de,tennis))),p(0,saute,p(0,@,gauche)))	appl(appl(word(4),appl(word(5),word(6))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
15285	Un joueur de tennis avec un bandeau vert frappe la balle	p(0,p(0,'Un',p(0,p(0,p(0,joueur,p(0,de,tennis)),p(0,avec,p(0,un,bandeau))),vert)),p(0,frappe,p(0,la,balle)))	appl(appl(word(8),appl(word(9),word(10))),appl(word(0),appl(word(7),appl(appl(word(4),appl(word(5),word(6))),appl(appl(word(2),word(3)),word(1))))))
15286	Le joueur de tennis avec un bandeau vert frappe la balle	p(0,p(0,'Le',p(0,p(0,p(0,joueur,p(0,de,tennis)),p(0,avec,p(0,un,bandeau))),vert)),p(0,frappe,p(0,la,balle)))	appl(appl(word(8),appl(word(9),word(10))),appl(word(0),appl(word(7),appl(appl(word(4),appl(word(5),word(6))),appl(appl(word(2),word(3)),word(1))))))
15287	Un joueur de tennis avec un bandeau vert frappe la balle	p(0,p(0,'Un',p(0,p(0,p(0,joueur,p(0,de,tennis)),p(0,avec,p(0,un,bandeau))),vert)),p(0,frappe,p(0,la,balle)))	appl(appl(word(8),appl(word(9),word(10))),appl(word(0),appl(word(7),appl(appl(word(4),appl(word(5),word(6))),appl(appl(word(2),word(3)),word(1))))))
15288	Un joueur de tennis avec un bandeau vert manque la balle	p(0,p(0,'Un',p(0,p(0,p(0,joueur,p(0,de,tennis)),p(0,avec,p(0,un,bandeau))),vert)),p(0,manque,p(0,la,balle)))	appl(appl(word(8),appl(word(9),word(10))),appl(word(0),appl(word(7),appl(appl(word(4),appl(word(5),word(6))),appl(appl(word(2),word(3)),word(1))))))
15290	Le joueur de tennis avec un bandeau vert frappe la balle	p(0,p(0,'Le',p(0,p(0,p(0,joueur,p(0,de,tennis)),p(0,avec,p(0,un,bandeau))),vert)),p(0,frappe,p(0,la,balle)))	appl(appl(word(8),appl(word(9),word(10))),appl(word(0),appl(word(7),appl(appl(word(4),appl(word(5),word(6))),appl(appl(word(2),word(3)),word(1))))))
15291	Un joueur de tennis avec un bandeau vert manque la balle	p(0,p(0,'Un',p(0,p(0,p(0,joueur,p(0,de,tennis)),p(0,avec,p(0,un,bandeau))),vert)),p(0,manque,p(0,la,balle)))	appl(appl(word(8),appl(word(9),word(10))),appl(word(0),appl(word(7),appl(appl(word(4),appl(word(5),word(6))),appl(appl(word(2),word(3)),word(1))))))
15293	Un joueur de tennis avec un bandeau vert frappe la balle	p(0,p(0,'Un',p(0,p(0,p(0,joueur,p(0,de,tennis)),p(0,avec,p(0,un,bandeau))),vert)),p(0,frappe,p(0,la,balle)))	appl(appl(word(8),appl(word(9),word(10))),appl(word(0),appl(word(7),appl(appl(word(4),appl(word(5),word(6))),appl(appl(word(2),word(3)),word(1))))))
15294	Un joueur de tennis saute à gauche	p(0,p(0,'Un',p(0,joueur,p(0,de,tennis))),p(0,saute,p(0,@,gauche)))	appl(appl(word(4),appl(word(5),word(6))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
15296	Un joueur de tennis avec un bandeau vert frappe la balle	p(0,p(0,'Un',p(0,p(0,p(0,joueur,p(0,de,tennis)),p(0,avec,p(0,un,bandeau))),vert)),p(0,frappe,p(0,la,balle)))	appl(appl(word(8),appl(word(9),word(10))),appl(word(0),appl(word(7),appl(appl(word(4),appl(word(5),word(6))),appl(appl(word(2),word(3)),word(1))))))
15297	Un joueur de tennis avec un bandeau vert frappe la balle	p(0,p(0,'Un',p(0,p(0,p(0,joueur,p(0,de,tennis)),p(0,avec,p(0,un,bandeau))),vert)),p(0,frappe,p(0,la,balle)))	appl(appl(word(8),appl(word(9),word(10))),appl(word(0),appl(word(7),appl(appl(word(4),appl(word(5),word(6))),appl(appl(word(2),word(3)),word(1))))))
15318	Certains chiens jouent dans un ruisseau	p(1,p(0,p(0,'Certains',chiens),jouent),p(0,dans,p(0,un,ruisseau)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
15319	Certains chiens ne jouent pas dans un ruisseau	p(1,p(1,p(0,p(0,'Certains',chiens),p(0,ne,jouent)),pas),p(0,dans,p(0,un,ruisseau)))	appl(appl(word(5),appl(word(6),word(7))),appl(word(4),appl(appl(word(2),word(3)),appl(word(0),word(1)))))
15320	Certains chiens jouent dans un ruisseau	p(1,p(0,p(0,'Certains',chiens),jouent),p(0,dans,p(0,un,ruisseau)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
15325	Certains chiens jouent dans un ruisseau	p(1,p(0,p(0,'Certains',chiens),jouent),p(0,dans,p(0,un,ruisseau)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
15327	Certains chiens jouent dans un ruisseau	p(1,p(0,p(0,'Certains',chiens),jouent),p(0,dans,p(0,un,ruisseau)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
15332	Certains chiens ne jouent pas dans un ruisseau	p(1,p(1,p(0,p(0,'Certains',chiens),p(0,ne,jouent)),pas),p(0,dans,p(0,un,ruisseau)))	appl(appl(word(5),appl(word(6),word(7))),appl(word(4),appl(appl(word(2),word(3)),appl(word(0),word(1)))))
15334	Certains chiens jouent dans un ruisseau	p(1,p(0,p(0,'Certains',chiens),jouent),p(0,dans,p(0,un,ruisseau)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
15335	Un chien noir saute d'une balle de foin cylindrique	p(0,p(0,'Un',p(0,chien,noir)),p(0,saute,p(0,'d\'',p(0,une,p(0,p(0,balle,p(0,de,foin)),cylindrique)))))	appl(appl(word(3),appl(word(4),appl(word(5),appl(word(9),appl(appl(word(7),word(8)),word(6)))))),appl(word(0),appl(word(2),word(1))))
15336	Un chien noir saute d'une balle de foin cylindrique	p(0,p(0,'Un',p(0,chien,noir)),p(0,saute,p(0,'d\'',p(0,une,p(0,p(0,balle,p(0,de,foin)),cylindrique)))))	appl(appl(word(3),appl(word(4),appl(word(5),appl(word(9),appl(appl(word(7),word(8)),word(6)))))),appl(word(0),appl(word(2),word(1))))
15337	Un chien blanc saute d'une balle de foin cylindrique	p(0,p(0,'Un',p(0,chien,blanc)),p(0,saute,p(0,'d\'',p(0,une,p(0,p(0,balle,p(0,de,foin)),cylindrique)))))	appl(appl(word(3),appl(word(4),appl(word(5),appl(word(9),appl(appl(word(7),word(8)),word(6)))))),appl(word(0),appl(word(2),word(1))))
15338	Un chien noir saute d'une balle de foin cylindrique	p(0,p(0,'Un',p(0,chien,noir)),p(0,saute,p(0,'d\'',p(0,une,p(0,p(0,balle,p(0,de,foin)),cylindrique)))))	appl(appl(word(3),appl(word(4),appl(word(5),appl(word(9),appl(appl(word(7),word(8)),word(6)))))),appl(word(0),appl(word(2),word(1))))
15339	Un chien noir saute d'une boule de foin à une autre boule de foin	p(0,p(0,'Un',p(0,chien,noir)),p(0,saute,p(0,p(0,'d\'',p(0,une,p(0,boule,p(0,de,foin)))),p(0,@,p(0,une,p(0,p(0,autre,boule),p(0,de,foin)))))))	appl(appl(word(3),appl(appl(word(9),appl(word(10),appl(appl(word(13),word(14)),appl(word(11),word(12))))),appl(word(4),appl(word(5),appl(appl(word(7),word(8)),word(6)))))),appl(word(0),appl(word(2),word(1))))
15340	Un chien noir saute d'une boule de foin à une autre boule de foin	p(0,p(0,'Un',p(0,chien,noir)),p(0,saute,p(0,p(0,'d\'',p(0,une,p(0,boule,p(0,de,foin)))),p(0,@,p(0,une,p(0,p(0,autre,boule),p(0,de,foin)))))))	appl(appl(word(3),appl(appl(word(9),appl(word(10),appl(appl(word(13),word(14)),appl(word(11),word(12))))),appl(word(4),appl(word(5),appl(appl(word(7),word(8)),word(6)))))),appl(word(0),appl(word(2),word(1))))
15341	Un chat noir saute d'une boule de foin à une autre boule de foin	p(0,p(0,'Un',p(0,chat,noir)),p(0,saute,p(0,p(0,'d\'',p(0,une,p(0,boule,p(0,de,foin)))),p(0,@,p(0,une,p(0,p(0,autre,boule),p(0,de,foin)))))))	appl(appl(word(3),appl(appl(word(9),appl(word(10),appl(appl(word(13),word(14)),appl(word(11),word(12))))),appl(word(4),appl(word(5),appl(appl(word(7),word(8)),word(6)))))),appl(word(0),appl(word(2),word(1))))
15342	Un chien noir saute d'une boule de foin à une autre boule de foin	p(0,p(0,'Un',p(0,chien,noir)),p(0,saute,p(0,p(0,'d\'',p(0,une,p(0,boule,p(0,de,foin)))),p(0,@,p(0,une,p(0,p(0,autre,boule),p(0,de,foin)))))))	appl(appl(word(3),appl(appl(word(9),appl(word(10),appl(appl(word(13),word(14)),appl(word(11),word(12))))),appl(word(4),appl(word(5),appl(appl(word(7),word(8)),word(6)))))),appl(word(0),appl(word(2),word(1))))
15343	Un chien noir saute d'une boule de foin à une autre boule de foin	p(0,p(0,'Un',p(0,chien,noir)),p(0,saute,p(0,p(0,'d\'',p(0,une,p(0,boule,p(0,de,foin)))),p(0,@,p(0,une,p(0,p(0,autre,boule),p(0,de,foin)))))))	appl(appl(word(3),appl(appl(word(9),appl(word(10),appl(appl(word(13),word(14)),appl(word(11),word(12))))),appl(word(4),appl(word(5),appl(appl(word(7),word(8)),word(6)))))),appl(word(0),appl(word(2),word(1))))
15344	Un chien noir saute d'une balle de foin cylindrique	p(0,p(0,'Un',p(0,chien,noir)),p(0,saute,p(0,'d\'',p(0,une,p(0,p(0,balle,p(0,de,foin)),cylindrique)))))	appl(appl(word(3),appl(word(4),appl(word(5),appl(word(9),appl(appl(word(7),word(8)),word(6)))))),appl(word(0),appl(word(2),word(1))))
15345	Un chien noir saute d'une balle de foin cylindrique	p(0,p(0,'Un',p(0,chien,noir)),p(0,saute,p(0,'d\'',p(0,une,p(0,p(0,balle,p(0,de,foin)),cylindrique)))))	appl(appl(word(3),appl(word(4),appl(word(5),appl(word(9),appl(appl(word(7),word(8)),word(6)))))),appl(word(0),appl(word(2),word(1))))
15346	Un chat noir saute d'une boule de foin à une autre boule de foin	p(0,p(0,'Un',p(0,chat,noir)),p(0,saute,p(0,p(0,'d\'',p(0,une,p(0,boule,p(0,de,foin)))),p(0,@,p(0,une,p(0,p(0,autre,boule),p(0,de,foin)))))))	appl(appl(word(3),appl(appl(word(9),appl(word(10),appl(appl(word(13),word(14)),appl(word(11),word(12))))),appl(word(4),appl(word(5),appl(appl(word(7),word(8)),word(6)))))),appl(word(0),appl(word(2),word(1))))
15347	Un chien noir saute d'une boule de foin à une autre boule de foin	p(0,p(0,'Un',p(0,chien,noir)),p(0,saute,p(0,p(0,'d\'',p(0,une,p(0,boule,p(0,de,foin)))),p(0,@,p(0,une,p(0,p(0,autre,boule),p(0,de,foin)))))))	appl(appl(word(3),appl(appl(word(9),appl(word(10),appl(appl(word(13),word(14)),appl(word(11),word(12))))),appl(word(4),appl(word(5),appl(appl(word(7),word(8)),word(6)))))),appl(word(0),appl(word(2),word(1))))
15348	Un chien noir saute d'une balle de foin cylindrique	p(0,p(0,'Un',p(0,chien,noir)),p(0,saute,p(0,'d\'',p(0,une,p(0,p(0,balle,p(0,de,foin)),cylindrique)))))	appl(appl(word(3),appl(word(4),appl(word(5),appl(word(9),appl(appl(word(7),word(8)),word(6)))))),appl(word(0),appl(word(2),word(1))))
15349	Un chien noir saute d'une boule de foin à une autre boule de foin	p(0,p(0,'Un',p(0,chien,noir)),p(0,saute,p(0,p(0,'d\'',p(0,une,p(0,boule,p(0,de,foin)))),p(0,@,p(0,une,p(0,p(0,autre,boule),p(0,de,foin)))))))	appl(appl(word(3),appl(appl(word(9),appl(word(10),appl(appl(word(13),word(14)),appl(word(11),word(12))))),appl(word(4),appl(word(5),appl(appl(word(7),word(8)),word(6)))))),appl(word(0),appl(word(2),word(1))))
15350	Un chien blanc saute d'une balle de foin cylindrique	p(0,p(0,'Un',p(0,chien,blanc)),p(0,saute,p(0,'d\'',p(0,une,p(0,p(0,balle,p(0,de,foin)),cylindrique)))))	appl(appl(word(3),appl(word(4),appl(word(5),appl(word(9),appl(appl(word(7),word(8)),word(6)))))),appl(word(0),appl(word(2),word(1))))
15351	Un chien noir saute d'une boule de foin à une autre boule de foin	p(0,p(0,'Un',p(0,chien,noir)),p(0,saute,p(0,p(0,'d\'',p(0,une,p(0,boule,p(0,de,foin)))),p(0,@,p(0,une,p(0,p(0,autre,boule),p(0,de,foin)))))))	appl(appl(word(3),appl(appl(word(9),appl(word(10),appl(appl(word(13),word(14)),appl(word(11),word(12))))),appl(word(4),appl(word(5),appl(appl(word(7),word(8)),word(6)))))),appl(word(0),appl(word(2),word(1))))
15352	Un chien noir saute d'une balle de foin cylindrique	p(0,p(0,'Un',p(0,chien,noir)),p(0,saute,p(0,'d\'',p(0,une,p(0,p(0,balle,p(0,de,foin)),cylindrique)))))	appl(appl(word(3),appl(word(4),appl(word(5),appl(word(9),appl(appl(word(7),word(8)),word(6)))))),appl(word(0),appl(word(2),word(1))))
15354	L'animal brun saute dans l'air	p(1,p(0,p(0,'L\'',p(0,animal,brun)),saute),p(0,dans,p(0,'l\'',air)))	appl(appl(word(4),appl(word(5),word(6))),appl(word(3),appl(word(0),appl(word(2),word(1)))))
15358	Un chien saute dans l'air	p(1,p(0,p(0,'Un',chien),saute),p(0,dans,p(0,'l\'',air)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
15360	Il n'y a pas de chien brun sautant dans l'air	p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,de,p(0,p(0,chien,brun),p(0,sautant,p(0,dans,p(0,'l\'',air))))))))))	appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(appl(word(8),appl(word(9),appl(word(10),word(11)))),appl(word(7),word(6)))))),word(2))),word(0))
15362	Un chien saute dans l'air	p(1,p(0,p(0,'Un',chien),saute),p(0,dans,p(0,'l\'',air)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
15363	Il n'y a pas de chien brun sautant dans l'air	p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,de,p(0,p(0,chien,brun),p(0,sautant,p(0,dans,p(0,'l\'',air))))))))))	appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(appl(word(8),appl(word(9),appl(word(10),word(11)))),appl(word(7),word(6)))))),word(2))),word(0))
15366	L'animal brun saute dans l'air	p(1,p(0,p(0,'L\'',p(0,animal,brun)),saute),p(0,dans,p(0,'l\'',air)))	appl(appl(word(4),appl(word(5),word(6))),appl(word(3),appl(word(0),appl(word(2),word(1)))))
15371	Un homme sur une moto est à cheval sur une piste et agitant joyeusement	p(0,p(0,'Un',p(0,homme,p(0,sur,p(0,une,moto)))),p(0,p(0,p(1,est,p(0,@,cheval)),p(0,sur,p(0,une,piste))),p(0,et,p(1,agitant,joyeusement))))	appl(appl(appl(word(11),lambda(A,appl(word(13),appl(word(12),A)))),lambda(A,appl(appl(word(6),word(7)),appl(appl(word(5),appl(word(8),appl(word(9),word(10)))),A)))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
15372	Un homme sur une moto est à cheval sur une piste et agitant	p(0,p(0,'Un',p(0,homme,p(0,sur,p(0,une,moto)))),p(0,p(0,p(1,est,p(0,@,cheval)),p(0,sur,p(0,une,piste))),p(0,et,agitant)))	appl(lambda(A,appl(appl(word(6),word(7)),appl(appl(appl(word(11),word(12)),appl(word(5),appl(word(8),appl(word(9),word(10))))),A))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
15373	Un homme sur un cheval monte sur une piste et agite	p(0,p(0,'Un',p(0,homme,p(0,sur,p(0,un,cheval)))),p(0,p(0,monte,p(0,sur,p(0,une,piste))),p(0,et,agite)))	appl(appl(appl(word(9),word(10)),appl(word(5),appl(word(6),appl(word(7),word(8))))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
15374	Un homme sur une moto est à cheval sur une piste et agitant	p(0,p(0,'Un',p(0,homme,p(0,sur,p(0,une,moto)))),p(0,p(0,p(1,est,p(0,@,cheval)),p(0,sur,p(0,une,piste))),p(0,et,agitant)))	appl(lambda(A,appl(appl(word(6),word(7)),appl(appl(appl(word(11),word(12)),appl(word(5),appl(word(8),appl(word(9),word(10))))),A))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
15376	La personne sur la moto tient un bras	p(0,p(0,'La',p(0,personne,p(0,sur,p(0,la,moto)))),p(0,tient,p(0,un,bras)))	appl(appl(word(5),appl(word(6),word(7))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
15377	La personne sur la moto tient un bras	p(0,p(0,'La',p(0,personne,p(0,sur,p(0,la,moto)))),p(0,tient,p(0,un,bras)))	appl(appl(word(5),appl(word(6),word(7))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
15378	La personne sur la moto ne tient pas un bras	p(0,p(0,'La',p(0,personne,p(0,sur,p(0,la,moto)))),p(0,ne,p(0,p(1,tient,pas),p(0,un,bras))))	appl(appl(word(5),lambda(A,appl(word(7),appl(appl(word(6),appl(word(8),word(9))),A)))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
15379	Un homme sur une moto est à cheval sur une piste et agitant	p(0,p(0,'Un',p(0,homme,p(0,sur,p(0,une,moto)))),p(0,p(0,p(1,est,p(0,@,cheval)),p(0,sur,p(0,une,piste))),p(0,et,agitant)))	appl(lambda(A,appl(appl(word(6),word(7)),appl(appl(appl(word(11),word(12)),appl(word(5),appl(word(8),appl(word(9),word(10))))),A))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
15381	Un homme sur une moto est à cheval sur une piste et agitant	p(0,p(0,'Un',p(0,homme,p(0,sur,p(0,une,moto)))),p(0,p(0,p(1,est,p(0,@,cheval)),p(0,sur,p(0,une,piste))),p(0,et,agitant)))	appl(lambda(A,appl(appl(word(6),word(7)),appl(appl(appl(word(11),word(12)),appl(word(5),appl(word(8),appl(word(9),word(10))))),A))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
15382	La personne sur la moto ne tient pas un bras	p(0,p(0,'La',p(0,personne,p(0,sur,p(0,la,moto)))),p(0,ne,p(0,p(1,tient,pas),p(0,un,bras))))	appl(appl(word(5),lambda(A,appl(word(7),appl(appl(word(6),appl(word(8),word(9))),A)))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
15383	Un homme sur une moto est à cheval sur une piste et agitant joyeusement	p(0,p(0,'Un',p(0,homme,p(0,sur,p(0,une,moto)))),p(0,p(0,p(1,est,p(0,@,cheval)),p(0,sur,p(0,une,piste))),p(0,et,p(1,agitant,joyeusement))))	appl(appl(appl(word(11),lambda(A,appl(word(13),appl(word(12),A)))),lambda(A,appl(appl(word(6),word(7)),appl(appl(word(5),appl(word(8),appl(word(9),word(10)))),A)))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
15384	La personne sur la moto tient un bras	p(0,p(0,'La',p(0,personne,p(0,sur,p(0,la,moto)))),p(0,tient,p(0,un,bras)))	appl(appl(word(5),appl(word(6),word(7))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
15385	Un homme sur un cheval monte sur une piste et agite	p(0,p(0,'Un',p(0,homme,p(0,sur,p(0,un,cheval)))),p(0,p(0,monte,p(0,sur,p(0,une,piste))),p(0,et,agite)))	appl(appl(appl(word(9),word(10)),appl(word(5),appl(word(6),appl(word(7),word(8))))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
15386	La personne sur la moto tient un bras	p(0,p(0,'La',p(0,personne,p(0,sur,p(0,la,moto)))),p(0,tient,p(0,un,bras)))	appl(appl(word(5),appl(word(6),word(7))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
15387	La personne sur la moto tient un bras	p(0,p(0,'La',p(0,personne,p(0,sur,p(0,la,moto)))),p(0,tient,p(0,un,bras)))	appl(appl(word(5),appl(word(6),word(7))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
15388	Un homme sur une moto est à cheval sur une piste et agitant	p(0,p(0,'Un',p(0,homme,p(0,sur,p(0,une,moto)))),p(0,p(0,p(1,est,p(0,@,cheval)),p(0,sur,p(0,une,piste))),p(0,et,agitant)))	appl(lambda(A,appl(appl(word(6),word(7)),appl(appl(appl(word(11),word(12)),appl(word(5),appl(word(8),appl(word(9),word(10))))),A))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
15389	Deux adultes sont debout sur un scooter dans un champ de fleurs jaunes	p(1,p(1,p(0,p(0,'Deux',adultes),p(0,sont,debout)),p(0,sur,p(0,un,scooter))),p(0,dans,p(0,un,p(0,p(0,champ,p(0,de,fleurs)),jaunes))))	appl(appl(word(7),appl(word(8),appl(word(12),appl(appl(word(10),word(11)),word(9))))),appl(appl(word(4),appl(word(5),word(6))),appl(appl(word(2),word(3)),appl(word(0),word(1)))))
15390	Deux adultes sont debout sur un scooter dans un champ de fleurs	p(1,p(1,p(0,p(0,'Deux',adultes),p(0,sont,debout)),p(0,sur,p(0,un,scooter))),p(0,dans,p(0,un,p(0,champ,p(0,de,fleurs)))))	appl(appl(word(7),appl(word(8),appl(appl(word(10),word(11)),word(9)))),appl(appl(word(4),appl(word(5),word(6))),appl(appl(word(2),word(3)),appl(word(0),word(1)))))
15391	Deux adultes sont debout sur un scooter dans un champ de fleurs jaunes	p(1,p(1,p(0,p(0,'Deux',adultes),p(0,sont,debout)),p(0,sur,p(0,un,scooter))),p(0,dans,p(0,un,p(0,p(0,champ,p(0,de,fleurs)),jaunes))))	appl(appl(word(7),appl(word(8),appl(word(12),appl(appl(word(10),word(11)),word(9))))),appl(appl(word(4),appl(word(5),word(6))),appl(appl(word(2),word(3)),appl(word(0),word(1)))))
15392	Deux adultes ne sont pas debout sur un scooter dans un champ de fleurs jaunes	p(0,p(1,p(1,p(0,p(0,'Deux',adultes),p(0,ne,p(0,p(1,sont,pas),debout))),p(0,sur,p(0,un,scooter))),p(0,dans,p(0,un,p(0,champ,p(0,de,fleurs))))),jaunes)	appl(word(14),appl(appl(word(9),appl(word(10),appl(appl(word(12),word(13)),word(11)))),appl(appl(word(6),appl(word(7),word(8))),appl(appl(word(2),lambda(A,appl(word(4),appl(appl(word(3),word(5)),A)))),appl(word(0),word(1))))))
15393	Deux personnes portant des casques chevauchent les fleurs jaunes et blanches	p(0,p(0,'Deux',p(0,personnes,p(0,portant,p(0,des,casques)))),p(0,chevauchent,p(0,les,p(0,fleurs,p(0,jaunes,p(0,et,blanches))))))	appl(appl(word(5),appl(word(6),appl(appl(appl(word(9),word(10)),word(8)),word(7)))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
15394	Deux personnes portant des casques roulent sur les fleurs jaunes et blanches	p(0,p(0,'Deux',p(0,personnes,p(0,portant,p(0,des,casques)))),p(0,roulent,p(0,sur,p(0,les,p(0,fleurs,p(0,jaunes,p(0,et,blanches)))))))	appl(appl(word(5),appl(word(6),appl(word(7),appl(appl(appl(word(10),word(11)),word(9)),word(8))))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
15395	Deux personnes portant des casques chevauchent les fleurs jaunes et blanches	p(0,p(0,'Deux',p(0,personnes,p(0,portant,p(0,des,casques)))),p(0,chevauchent,p(0,les,p(0,fleurs,p(0,jaunes,p(0,et,blanches))))))	appl(appl(word(5),appl(word(6),appl(appl(appl(word(9),word(10)),word(8)),word(7)))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1))))
15396	Deux personnes portant des casques ne chevauchent pas sur les fleurs jaunes et blanches	p(1,p(0,p(0,'Deux',p(0,personnes,p(0,portant,p(0,des,casques)))),p(0,ne,p(1,chevauchent,pas))),p(0,sur,p(0,les,p(0,fleurs,p(0,jaunes,p(0,et,blanches))))))	appl(appl(word(8),appl(word(9),appl(appl(appl(word(12),word(13)),word(11)),word(10)))),appl(appl(word(5),lambda(A,appl(word(7),appl(word(6),A)))),appl(word(0),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
